document	label
baran is shockingly devoid of your typical majid majidi shoe-loving , crippled children .	0
otto-sallies has a real filmmaker 's eye .	1
highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring ice-t in a major role .	1
after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .	0
adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .	1
a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .	0
enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .	0
parris ' performance is credible and remarkably mature .	1
my wife is an actress works as well as it does because -lrb- the leads -rrb- are such a companionable couple .	1
a genuinely moving and wisely unsentimental drama .	1
it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .	0
the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .	0
howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a buñuel retrospective .	1
this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .	0
it 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .	1
a small movie with a big heart .	1
consummate actor barry has done excellent work here .	1
sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .	1
all right , so it 's not a brilliant piece of filmmaking , but it is a funny -lrb- sometimes hilarious -rrb- comedy with a deft sense of humor about itself , a playful spirit and a game cast .	1
the type of dumbed-down exercise in stereotypes that gives the -lrb- teen comedy -rrb- genre a bad name .	0
a good piece of work more often than not .	1
alas , getting there is not even half the interest .	0
the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .	1
morvern callar confirms lynne ramsay as an important , original talent in international cinema .	1
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . '	1
... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -lrb- cool visual backmasking -rrb- , a solid cast , and some wickedly sick and twisted humor ...	1
call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but i believe a movie can be mindless without being the peak of all things insipid .	0
this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .	0
-lrb- it 's -rrb- a clever thriller with enough unexpected twists to keep our interest .	1
an imaginative comedy\/thriller .	1
it is an unstinting look at a collaboration between damaged people that may or may not qual	1
but tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ...	1
intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area .	0
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn .	1
she boxes these women 's souls right open for us .	1
manages to show life in all of its banality when the intention is quite the opposite .	0
-lrb- a -rrb- soulless , stupid sequel ...	0
as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .	1
i do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .	1
the one not-so-small problem with expecting is that the entire exercise has no real point .	0
meandering , sub-aquatic mess : it 's so bad it 's good , but only if you slide in on a freebie .	0
more good than great but freeman and judd make it work .	1
a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him .	1
shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .	1
an extremely unpleasant film .	0
whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .	1
a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design .	1
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .	1
those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective .	1
not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' .	0
it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .	1
i know i should n't have laughed , but hey , those farts got to my inner nine-year-old .	1
wedding feels a bit anachronistic .	0
a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .	1
while obviously aimed at kids , the country bears ... should keep parents amused with its low groan-to-guffaw ratio .	1
the best of the pierce brosnan james bond films to date .	1
to others , it will remind them that hong kong action cinema is still alive and kicking .	1
and your reward will be a thoughtful , emotional movie experience .	1
working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .	1
forget about one oscar nomination for julianne moore this year - she should get all five .	1
it 's not an easy one to review .	0
a b-movie you can sit through , enjoy on a certain level and then forget .	1
the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .	1
... a thoughtful what-if for the heart as well as the mind .	1
an excellent sequel .	1
bartleby is a one-joke movie , and a bad joke at that .	0
please , someone , stop eric schaeffer before he makes another film .	0
offers a guilt-free trip into feel-good territory .	1
campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution .	1
both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .	1
a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .	0
but seriously , folks , it does n't work .	0
the problem is that it is one that allows him to churn out one mediocre movie after another .	0
a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .	1
this is an exercise not in biography but in hero worship .	0
if you are willing to do this , then you so crazy !	0
an absorbing , slice-of-depression life that touches nerves and rings true .	1
a smart , compelling drama .	1
behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance .	0
this is a poster movie , a mediocre tribute to films like them !	0
the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty .	0
the performances take the movie to a higher level .	1
writer \/ director m. night shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .	1
as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	1
has no reason to exist , other than to employ hollywood kids and people who owe favors to their famous parents .	0
it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so	0
if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .	0
eventually arrives at its heart , as simple self-reflection meditation .	1
while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .	1
spectators will indeed sit open-mouthed before the screen , not screaming but yawning .	0
the so-inept - it 's - surreal dubbing -lrb- featuring the voices of glenn close , regis philbin and breckin meyer -rrb- brings back memories of cheesy old godzilla flicks .	0
shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .	0
so much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .	0
nothing happens , and it happens to flat characters .	0
a generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .	0
as steamy as last week 's pork dumplings .	0
there 's only one way to kill michael myers for good : stop buying tickets to these movies .	0
for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .	0
audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie .	1
the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .	1
blue crush is as predictable as the tides .	0
less dizzying than just dizzy , the jaunt is practically over before it begins .	0
admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .	1
i like frank the pug , though .	1
the movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '	0
give shapiro , goldman , and bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour .	0
... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . '	1
too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through .	0
my little eye is the best little `` horror '' movie i 've seen in years .	1
a film with almost as many delights for adults as there are for children and dog lovers .	1
in truth , it has all the heart of a porno flick -lrb- but none of the sheer lust -rrb- .	0
it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significant ' because of that .	0
falls neatly into the category of good stupid fun .	1
enough said , except : film overboard !	0
... a funny yet dark and seedy clash of cultures and generations .	1
if swimfan does catch on , it may be because teens are looking for something to make them laugh .	0
starts out ballsy and stylish but fails to keep it up and settles into clichés .	0
`` barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .	1
a tender , witty , captivating film about friendship , love , memory , trust and loyalty .	1
there might be some sort of credible gender-provoking philosophy submerged here , but who the hell cares ?	0
the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial .	0
you will likely prefer to keep on watching .	1
the film is strictly routine .	0
the movie fails to live up to the sum of its parts .	0
what kids will discover is a new collectible .	1
raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .	1
... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .	1
evokes the style and flash of the double-cross that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun .	1
the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze .	1
stale and clichéd to a fault .	0
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .	1
as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .	1
nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .	0
a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .	1
a heartening tale of small victories and enduring hope .	1
propelled not by characters but by caricatures .	0
the mothman prophecies is best when illustrating the demons bedevilling the modern masculine journey .	1
formula 51 promises a new kind of high but delivers the same old bad trip .	0
the trailer is a riot .	1
not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .	1
a waste of fearless purity in the acting craft .	0
scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .	0
an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .	1
an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975 .	1
the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .	1
a solid cast , assured direction and complete lack of modern day irony .	1
comes ... uncomfortably close to coasting in the treads of the bicycle thief .	0
director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .	0
too stagey , talky -- and long -- for its own good .	0
a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .	1
-lrb- it 's -rrb- difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .	0
the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .	0
novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .	1
as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .	0
a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god stuck in heaven because he 's afraid of his best-known creation ?	1
the filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .	1
confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .	0
it 's splash without the jokes .	0
it is quite a vision .	1
leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion .	0
however sincere it may be , the rising place never quite justifies its own existence .	0
no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes .	1
intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject .	1
the tenderness of the piece is still intact .	1
me no lika da accents so good , but i thoroughly enjoyed the love story .	1
will anyone who is n't a fangoria subscriber be excited that it has n't gone straight to video ?	0
in the not-too-distant future , movies like ghost ship will be used as analgesic balm for overstimulated minds .	0
a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .	0
... a movie that , quite simply , should n't have been made .	0
sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .	1
harks back to a time when movies had more to do with imagination than market research .	1
on its own , big trouble could be considered a funny little film .	1
after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .	1
-lrb- allen 's -rrb- best works understand why snobbery is a better satiric target than middle-america diversions could ever be .	1
much of all about lily chou-chou is mesmerizing : some of its plaintiveness could make you weep .	1
despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .	1
combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .	1
blessed with a searing lead performance by ryan gosling -lrb- murder by numbers -rrb- , the movie is powerful and provocative .	1
in the book-on-tape market , the film of `` the kid stays in the picture '' would be an abridged edition	0
... pray does n't have a passion for the material .	0
hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .	0
queen of the damned is too long with too little going on .	0
this time out , -lrb- sade -rrb- is an unsettlingly familiar figure -- in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested .	0
they ought to be a whole lot scarier than they are in this tepid genre offering .	0
a fascinating case study of flower-power liberation -- and the price that was paid for it .	1
in the second half of the film , frei 's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .	0
-lrb- u -rrb- nrelentingly stupid .	0
will amuse and provoke adventurous adults in specialty venues .	1
an instant candidate for worst movie of the year .	0
sucking all the ` classic ' out of robert louis stevenson 's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst ...	0
... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .	1
though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .	1
but it could have been worse .	0
blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period .	0
exploits -lrb- headbanger -rrb- stereotypes in good fun , while adding a bit of heart and unsettling subject matter .	1
the heart of the film is a touching reflection on aging , suffering and the prospect of death .	1
... too slow , too boring , and occasionally annoying .	0
suffers from all the excesses of the genre .	0
it gets old quickly .	0
the results are far more alienating than involving .	0
one of the most slyly exquisite anti-adult movies ever made .	1
andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance .	1
dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .	0
standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .	1
feeble comedy .	0
that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .	0
efficient , suitably anonymous chiller .	1
when leguizamo finally plugged an irritating character late in the movie .	0
a well paced and satisfying little drama that deserved better than a ` direct-to-video ' release .	1
despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '	0
earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .	0
there is greatness here .	1
one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .	0
the unique niche of self-critical , behind-the-scenes navel-gazing kaufman has carved from orleans ' story and his own infinite insecurity is a work of outstanding originality .	1
it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times : to save their children and yet to lose them .	1
even the imaginative gore ca n't hide the musty scent of todd farmer 's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship .	0
the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .	1
a nearly 21\/2 hours , the film is way too indulgent .	0
too slick and manufactured to claim street credibility .	0
michael gerbosi 's script is economically packed with telling scenes .	1
a marvel of production design .	1
i liked a lot of the smaller scenes .	1
given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .	0
an awfully good , achingly human picture .	1
griffiths proves she 's that rare luminary who continually raises the standard of her profession .	1
starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner .	0
a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .	1
the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .	0
slight but enjoyable documentary .	1
you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit .	1
the most wondrous love story in years , it is a great film .	1
it 's a great performance and a reminder of dickens ' grandeur .	1
a clichéd and shallow cautionary tale about the hard-partying lives of gay men .	0
partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .	0
anemic , pretentious .	0
best of all is garcia , who perfectly portrays the desperation of a very insecure man .	1
if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion .	1
i did n't find much fascination in the swinging .	0
hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .	1
not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches .	0
adam sandler 's eight crazy nights grows on you -- like a rash .	0
if shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?	0
irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .	1
what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight	1
releasing a film with the word ` dog ' in its title in january lends itself to easy jokes and insults , and snow dogs deserves every single one of them .	0
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .	0
undoubtedly the scariest movie ever made about tattoos .	1
the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .	0
ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .	1
a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .	1
it all seemed wasted like deniro 's once promising career and the once grand long beach boardwalk .	0
this is an action movie with an action icon who 's been all but decommissioned .	0
like old myths and wonder tales spun afresh .	1
while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own .	1
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .	1
problem is , we have no idea what in creation is going on .	0
this movie plays like an extended dialogue exercise in retard 101 .	0
one hour photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin .	0
the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .	0
it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .	0
as plain and pedestrian as catsup --	0
what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .	0
an instance of an old dog not only learning but inventing a remarkable new trick .	1
-lrb- cuarón has -rrb- created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .	1
this is no `` waterboy ! ''	0
but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together .	0
a stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .	1
even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .	1
the film 's performances are thrilling .	1
... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .	0
starts as a tart little lemon drop of a movie and ends up as a bitter pill .	0
it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .	1
death to smoochy is often very funny , but what 's even more remarkable is the integrity of devito 's misanthropic vision .	1
seldom has a movie so closely matched the spirit of a man and his work .	1
makes an aborbing if arguable case for the man 's greatness .	1
... with `` the bourne identity '' we return to the more traditional action genre .	1
watch barbershop again if you 're in need of a cube fix -- this is n't worth sitting through .	0
kitschy , flashy , overlong soap opera .	0
a hard look at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol .	1
ryan gosling is , in a word , brilliant as the conflicted daniel .	1
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film .	1
ah-nuld 's action hero days might be over .	0
here the love scenes all end in someone screaming .	0
you 'll cry for your money back .	0
hashiguchi vividly captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .	1
it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .	1
watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals .	1
it 's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of -lrb- woo 's -rrb- best work .	0
if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it .	0
the fact that it is n't very good is almost beside the point .	0
but it does have one saving grace .	1
between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .	1
just a string of stale gags , with no good inside dope , and no particular bite .	0
do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?	0
it 's immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do .	1
audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones .	0
this slender plot feels especially thin stretched over the nearly 80-minute running time .	0
it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .	1
secretary is just too original to be ignored .	1
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .	0
a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .	1
a great script brought down by lousy direction .	0
the story itself is actually quite vapid .	0
an often-deadly boring , strange reading of a classic whose witty dialogue is treated with a baffling casual approach	0
this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .	0
