document	label
its stable , so a curious toddler can 't easily tip it over .	1
you can use the player to store your computer data files ( good feature to have ) .	1
they say that they are the best pictures they have ever see from a compact .	1
the phone itself is pretty nice .	1
- equipment included is average , but that is n 't a big deal since thats not what you are buying it for .	1
speed is not a problem .	1
i can tell using the phone that it feels a little flimsier than motorola's do , but as long as i 'm not planning on dropping the phone or running over it with my car it should be just fine .	1
i love how small the thing is , and the blue glow - i 've had it for two weeks with no electronic problems at all .	1
another benefit of this phone is that it is truly an international phone ; . the 6610 is sold in almost everywhere in the world .	1
enough people have reported that their headphone jack does n 't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem .	0
norton internet security 2004 is one of the more buggy implementations .	0
i 've always liked symantec products , except for this version 2004 .	0
you can 't do that with a sony t610 ( which i traded for a 6600 ) .	0
another irrigation is that if you hold the scroll button down for too long , it keeps going past the song you may have wanted to stop on .	0
but it wouldn 't let me turn the av protection back on and it wouldn 't stop with the alerts .	0
we bought this about 6 months ago and it 's been worthless .	0
i highly recommend this phone to anyone .	1
the manual is excellent .	1
its compact and has rounded edges .	1
to eliminate any smells we simple stuck a stick up room deodorizer inside the lid .	0
the headphone jack seems to be a major problem .	0
ripping the songs , even with my 1 . 1 usb connection is still very quick , and the quality is very good .	1
the menu is easy to use and understand .	1
i like it 's shape and it 's keypad and joystick .	1
the soft start is nice .	1
there are better cameras but none anywhere near as light and compact .	1
i really do recommend this to anyone in need of a new player .	1
it was so easy my toddler would dispose of her on diapers .	1
the bottom line for me is that i am very happy with this product .	1
all i have to say is that the pics i get with my sd500 are both rich and color and high in detail , the user interface is awesome , the battery charger is tiny and super light and sd cards are relatively cheap and getting cheaper all the time .	1
"working for 10 hours with it on "" shuffle "" totally rocks ! . ! ."	1
the box included a little polyester , pull-string bag , ( yes , you read right a bag , something a boy would carry ten marbles in ) and tries to pass it off as the case .	0
even though i have the parental controls off it constantly starts updating them then freezes my computer .	0
it is slow to initially start up , but once it 's turned on , i 've never had any complaints about the speed .	1
after installation , the very first time i booted up the creative mediasource organizer , intending to use its cd burning and ripping functions , it totally shorted out .	0
it 's great to switch to spot metering and actually see it working on the lcd screen .	1
but if you 've used a slr 35mm camera , the controls are very intuitive ! .	1
first , i have to say that i have never had the slightest problem with this camera or the software .	1
don 't worry this player rocks .	1
- this did not feel like quality construction and i was n 't sure how long it would last .	0
it really is an awesome camera that is hard to beat for general-to moderate snapping .	1
in addition it comes with a sleek and powerful headset .	1
but you can download some really good ones like pac-man or mafia wars .	1
whether you are using disposable or cloth diapers , this is the truly the only diaper pail to get ! .	1
"5 ) video recorder is of no use and one can not record something useful in 10 seconds and it takes a while to send the same through the "" free picture and video messaging "" offered by service provider ."	0
then , my ad/pop-up blocking was completely gone .	0
this player is absolutely phenomenal , i haven 't had any problems , and if you 're worried you will have problems , i suggest buying it at a retail store that has a good return policy but anyways . . . i find the touch pad very easy to use , and i 'm surprised so many people have had problems .	1
it 's very solidly built , and has a nice dense feel to it .	1
mine generally requires a charge every 48 hours or so and i don 't really talk on it that much .	0
it 's good .	1
"i particularly like the "" txt "" file which records all the control information for all the pictures you take ."	1
and for those that are int rested the recharger works anywhere in the world ( and is quite small ) .	1
avoid this product at all costs .	0
the lcd is larger than the previous model , the nx , and has a bright blue backlight which illuminates the screen more successfully than the nx 's green backlight did .	1
the interface used could be better designed .	0
kind of bulky and the wheel is awkward , but i can deal with that .	0
let the champ win you over ! .	1
this phone doesn 't include phone card calling .	0
comes with a 16 mb compact flash and one rechargable battery the charging unit , included , is fast and small .	1
the headphones are n 't the best , but you can really expect much out of the small headphones you insert in the ear cavity .	0
with all its complicated features , the menus are easily accessible and the quality of the features is great .	1
the player does seem to play dvds adequately enough .	1
i 've had this phone for almost a year now and it has been nothing but great to use .	1
naturally i did quite a bit of review before purchasing ( i recommend www . no madness . net ) , and price-wise zens are unbeatable .	1
the sound is incredible ; . very clean , very wide dynamic range of bass , midas and highs , and can be very loud if i turn it up full blast .	1
one : it 's size : it 's smaller than the ipod mini , and holds more music ( 5gb to the ipod mini 's 4gbs ) .	1
reset the network , tried the connection , and it 's working like a charm .	1
having spent considerable time with professional video gear , i find onscreen displays annoying .	0
1 ) great audio quality overall .	1
if you use software correctly , put in all the id3 tags , you will get an awesome database collection , from which you can easily access your songs .	1
i found the controls very intuitive and learned how to maneuver through the menus quickly .	1
my file log was not responding and the program was not blocking any cookies or unauthorized sites .	0
well , my second one is now beginning to hi cup a bit after about 1 1/2 years .	0
picture quality 's great for still and video with sound .	1
there are number of downloads needed/available for this phone & they will be text ed to you at no cost .	1
the arm band is fantastic and it doesn 't budge even at the gym .	1
manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding .	1
i spent hours setting up the stations ( accepts about 13-14 , i believe ) , though the reception is unpredictable .	0
i assumed they had exceptional service , but their reception in my area ( laos angele's ) is horrendous .	0
before asking for the zen xtra specifically for christmas i researched many different mp3 players but finally decided on this one , and now that i have it i could n 't be happier and i 'm convinced it 's the best one out there .	1
the more i use it and figure out how to do things , the more i like it .	1
the optical zoom works great and the 14x digital zoom is a very nice addition although pictures at the highest digital zoom are a little blurry .	1
my old siemens s56 , on the other hand , worked beautifully with all of the above .	0
only used for 3 month before it 's down ! .	0
one of the dvd 's i received as a christmas present kept freezing .	0
it wo n 't play all of my movies .	0
i try navigating to a chapter past 34 via the menu and it would n 't do it ! .	0
when the router is working it is a very nice machine for the money .	1
it 's running great for all the dvds i have and rented .	1
great screen and great sound .	1
the only main drawback is the fact that the voice-dialing system is kinda picky .	0
but after 10 days , the sound worked , but the video quit working .	0
this dvd player plays raw mpeg2 and mpeg1 videos , jpeg , wma , cmdr / cadre / dvd / dvd , and of course plays dvd movies from uk . i love the giff , progressive scan feature .	1
also , you have to use it with itunes - or they 'll sue , dammit ! . but itunes is about as good as anything .	1
i love the features on the ipod and the many things you can do with it .	1
simple click buttons , back buttons volume and display are very easy to read , access and use .	1
"the zen does n 't support folders so it is not really a storage device ; . even with third party software that "" creates "" folders , documents and programs can 't be launched from the zen , so it is not a hard disk , it 's a storage device at best ."	0
this phone is not suitable for fast people , maybe only for old people .	0
to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; . however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder .	0
the machine itself seems fine , but the software that came with it is awful .	0
flawless .	1
the internet functions of the phone - wap and gprs - will only work through t-mobile 's services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network .	0
cheap construction - they should have made the player out of hard plastic and put some rubber on the corners .	0
the interface took a little getting used to .	0
i tried to make sense of the file transfer program and just got more confused .	0
i was using the cheaper pail . . . and it worked ok until the opening device fell apart .	1
i 've had this camera just over 2 years and it takes pretty good pictures .	1
looks and shape : i have a black one and the first time i charged it and switched it on jeez the blue light looked so cool .	1
it has an equalizer , but the iriver h10-20gb has a lot more presets than the ipod .	0
this is my first digital camera , and what a ' toy ' it is ! .	1
the software has been installed on windows 95 , 98 , 2000 and xp and i haven 't had any problems with it .	1
if you are looking for a phone to integrate as easily as the sonyericsson phones with isync , i say stick with a sonyericsson .	1
compatibility with other devices is excellent too ; . i 've only found one 11b device that won 't work with its mixed mode ( and it won 't work with *anyone 's* mixed mode ) .	1
the included earpiece is very comfortable and easy to use .	1
user interface : the software is simple and straight forward .	1
even when i set it to low , it 's still very hard for me to adjust the player to where and what i want it to do .	0
i 'm glad canon decided to keep the 4mp resolution and improved upon it with new technology ; .	1
3 the picture editing software it came with is adequate , but not very robust .	0
poor visibility on the keys .	0
i even downloaded the product 's user manual - useless .	0
one of the best cell phones i have ever used to-date .	1
verdict : had i not needed something with a tad bit more space , i consider this player fair game .	0
feedback on creative 's product support is universally poor ; . this is not limited to the zen , it applies to all the company 's products .	0
it practically plays almost everything you give it .	1
only con i can think of is no camera . . . .	0
after nearly 800 pictures i have found that this nikon takes incredible pictures .	1
the headphone jack failure seems to occur just about when the warranty period is to expire .	0
symantec should give us all a refund and apology ! .	0
and really this is the best phone one could have .	1
it does play a wide range of formats as advertised which is very nice .	1
deficiencies with zennx are easily overcome with 3rd-party earphones ( $ 20 + ) and software ( $ 25 ) .	0
only then did i learn the truth -- this phone does not work with palm pdas ! .	0
proven canon built quality and lens .	1
i must have heard this about a dozen times over the span of 2 weeks , when t-zones never worked .	0
it holds almost a week 's worth of diapers , and you don 't need expensive refills - any kitchen bags work .	1
my son tried it and he too couldn 't change the speed without an assist .	0
i can connect to my computer via bluetooth to transfer images , calender events , contacts and anything else .	1
the handles make it very comfortable to use and i experience little vibration .	1
- no voice activated dialing ( what were they thinking	0
other than that it meets or surpasses all of my needs and surely won 't disappoint any already established nokia phone fans .	1
the battery is alot better than most of the phones out there .	1
this is my first digital camera and i can say that i am quite impressed with the features that it has .	1
-- > you 'll be changing track information a lot because the cd database information utilized by the software is mediocre at best .	0
"the headphones which came with it are mediocre at best but what can you expect from a set of "" ear buds "" ."	0
apple has definately fulfilled its reputation in making quality equipment , and surprisingly wasn 't as expensive as its reputation normally holds .	1
it it is a bit heavy for hand held work , but any router this size will be .	0
the battery is nice .	1
this did n 't bother me too much because it 's still a decent size .	1
"the only complaint i have is that the 1/4 "" collet will not sufficiently hold any of my 1/4 "" bits ."	0
it still fits in the palm of your hand , and it 's not heavy .	1
b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens ti gt and cause potential damage .	0
i found that low light situations combined with any sort of action left this camera in the dust .	0
the setup and transfer process was cake for me .	1
1 speakers at home , i rarely use it with the earbuds , though they are much better than the ones you normally get with other mp3 players .	1
the fact that you can assign ringtones to people and/or groups is really cool .	1
to keep it short , this is cheaper , and in my opinion a better choice than an ipod .	1
however , setting up using the quick start instructions was a breeze .	1
it has given me zero problems , and the more i use it , the better i become at taking advantage of its strengths .	1
to set up the box , wap , and ether nest bridge , with the encryption on was less then 30 mins .	1
it is nokia and thus easy to access the menu options .	1
it looks great - and is loaded with features .	1
while i like the performance of the phone in every regard , i would buy another one solely upon the apparent indestructibility of it .	1
the depth adjustment was sloppy .	0
the 4g ipod costs the same as this 5g zen micro .	1
the only other problem with this router that i have encountered is the plunge action will start to stick , then it needs to be cleaned and lubricated .	0
this camera uses a lithium battery , i find lithium batteries to be highly inconvenient ; . because what if you are on vacation , where the nearest place to buy batteries is just a gas station -- there is no way that you are going to find lithium batteries there .	0
i 'm not gonna go into the features cause if you 're reading this review , you 've probably already looked at them , but i must say the dj feature if very cool and the removable battery is also a bonus ! .	1
it seemed as if we were emoting the pail everyday and it was in no way odorless .	0
the new router came with an updated setup utility that makes getting the router installed a fairly straight forward process .	1
i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size .	0
i would put the hitachi up with the best ! .	1
nikon 4300 , i feel , is the best camera out there for the features and price .	1
the ear buds that come with it look cheap , but the sound quality is amazing .	1
the instruction manuals and documentation are excellent so that the learning curve will be much less steep .	1
the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case .	0
i also like the lock feature , so it makes the touch pad inactive .	1
even with that , i highly recommend this router - outstanding performer .	1
no way to contact their customer service .	0
the color screen is a plus , as are the polyphonic ringtones .	1
the phone can use any midi audio file as a ringtone .	1
all and all , i am extremely pleased with this camera .	1
if there were any complaints i have , they are marginal , but one is apples ' proprietary set-up for music files , their incompatibility with other music services ( i . e . napster ) is down right wrong .	0
the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit :	1
- large easy readable screen	1
"the unit seems to play all formats that i have put in it ( jpeg , kodak pic 's and dvd-r ) i have read other reviews and some good and so om not so good , but my feeling at this time is "" two thumbs up "" ! ."	1
no need to pay for the special refills that the other brands require ! .	1
"if you call apple and tell them your ipod has been damaged , they charge you roughly $105 . 50 per minute and blame you for "" abusing "" your ipod ."	0
even after all the nightmare sound problems , i 'd still half-way like this product if it kept it 's promise ; . the ability to store 1500 songs .	0
i 've owned this router for over 8 years and am somewhat satisfied with it .	1
can 't get easier than that ! .	0
thank you apple ! . you make fabulous products .	1
the battery life is very good , i got about 90 minutes with the lcd turned on all the time , the first time around , and i have been using it with the lcd off every now and then , and have yet needed to recharge it .	1
back in may 2004 , when i first reviewed this , it had taken me over 16 hours to install and run .	0
but it comes with a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything .	1
great camera , and for the price you can 't beat it .	1
i 've had nokia 's for years , and while this one is packed with whiz bang features it is disappointing for its primary use - a phone .	0
it is mindless to operate .	1
the dynamic range seems not quite as good as the kodak dc260 .	0
it played only one out of three dvd 's without problems , the other two being afflicted by a number of glitches .	0
for some this might be a problem , but for the price of a 30 gig ipod , you can get a 60gb nomad , the ipod simply pales in comparison .	1
even with the waterproof housing it is small .	1
on the up-side , the phone has amazing battery life .	1
the auto color balance is often fooled by dense clouds .	0
all the features are incredibly intuitive , even for a novice like me .	1
i love that you don 't have to purchase expensive refills .	1
well flash photos are never great , and there was still a lot of noise .	0
although the sound-quality is good , it takes more than good sound on a portable-mp 3 player to result in a good product .	0
the menu options appear one at a time , taking up the whole screen , and one has to scroll down one by one , or have memorized where they are in the menu order , to select them by using the number keypad .	0
i forgot , the case does n 't fit .	0
you do get 1 more gb than an ipod mini .	1
sound - excellent polyphonic ringing tones are very nice ( check cons ) it also doubles as a radio , which is a nice feature when you are bored .	1
i purchased the nomad jukebox zen xtra 40gb and it is fantastic ! .	1
the os is ab it confusing at 1st , but within a few days you will pass this learning curve ! .	0
the scroll wheel is a big improvement over the ipod touchpad .	1
i called apex 's support number numerous times but it just kept ringing .	0
our special friends at creative gave this thing good sound quality , great features , long battery life , and an unbeatable price .	1
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it .	1
the tech support is worthless too .	0
seems it is always difficult to press to make a selection .	0
i do n 't always care for gracenotes ' genre listings but it allows easy editing of id3 tags .	1
- the unit is easy to use and intuitive .	1
flash - as with all built-in flashes in small cameras , you get over illuminated main subjects with depth being lost .	0
whether you 're taking a brisk jog , waiting for a bus or just having lunch at the park , you 'll be glad you had the fm radio .	1
i actually purchased two phones recently ( this one at the new blackberry phone ) , and this one is far superior ( imho ) .	1
i must add to the dismay/delight of readers this phone is simply the most groundbreaking phone mankind has ever held .	1
i have to say that i am very happy with it so far .	1
this product sucks , the customer service from apex sucks .	0
i never get dropped calls .	1
the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures .	1
unfortunately i was wrong .	0
fortunately for me , i have yet to have a single problem with this player .	1
the buttons on the phone are small , even for my small fingertips , but you get used to them rather quickly .	0
a very well made product that has worked very well for me over the years .	1
of course , if you try to reach symantec customer service you get useless automated systems unless you want to pay $30 per incident .	0
i am really impressed by this dvd player .	1
i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system ) , and can easily put up with the cameras limitations , because ive never seen anything better within its resolution limits .	1
great product , easy to use , economical , effective , absolutly fabulous .	1
8 ) creative mediasource , although not as sleek looking as windows media player , is effective in organizing your collection and is linked to a good cb service ( gracenotes ) .	1
it barely holds anything and mine just puts a bunch of thread fuzzes all over the player , because the bag is cheap and seems to be coming apart .	0
it uses the extend able mmc memory , it is perfect for storing videos , pictures and mp3s .	1
go for the champ .	1
one drop from a pocket or desktop , and it 'd be a goner .	0
a decent piece of hardware with great speed ( i get the same speeds as with my comp connected directly to the modem ) and good signal quality .	1
then my dvds would stop playing in the middle , or not even be read at all .	0
canon 's g3 does it consistently .	0
you 'll do that because the keys are tightly packed in and your fingers will likely press two keys at once .	0
they player 's interface itself is also very easy to use .	1
you can also assign special rings and graphics to special people when they call .	1
their customer service agents are always prompt and polite and my service is terrific .	1
so-so 1 . customer service - 6 calls half were efficient other half were equally incompetent .	0
the display is awesome , you can see everything you want and read it clearly	1
i have set up it 's pda features with avaunt . com where you can download info from sites like weather , map quest maps/directions into it , which is great .	1
*holds a lot of diapers -- a full week of toddler diapers ! .	1
the hitachi m12v is a dream to work with , smooth starts , adjustable speeds , micro-adjustable depth , and plenty of power to spare .	1
it 's so small .	1
it is easy enough to use for a beginner like me but it has plenty of features for me to grow into .	1
it looks very cool , and seems quite small to me and very light .	1
feature for feature , i find it a very sweet little player ; . equipped with a higher end headphone system , between this and th larger zen hardly use my home stereo system anymore .	1
once again it won 't reinstall , even with online and email assistance from symantect technicians .	0
i had a sony ericsson t610 before this and the t610 is far inferior .	1
the scroll wheel is easy to use and works great for me , however many have complained that the wheel is cumbersome and difficult to operate .	1
1 ) a spare battery would have been great .	0
screen review could be better .	0
the handsfree provided by the phone is useful for those who talk on the phone while driving .	1
all in all this is a 5 star piece of equipment .	1
the pop up blocker and anti-spam are bonuses .	1
the only con i can think of is the lack of a mega-pixel camera .	0
there is no photo viewing option , however , there is a 20 gb photo ipod , but it costs $20 more .	0
transfer through windows explorer - windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad .	1
so easy to set up , had some problems with my archos .	1
only 1 problem , no accessories . . . yet .	0
if your looking for a great sounding mini player , you can 't go wrong with the zen micro .	1
again , this is a design flaw in the headphone ! .	0
you need to know absolutely nothing about setting up the network .	1
cons : no am/fm radio tuner -- something a large number of compete tors are doing	0
there are 2 things that need fixing first is the battery life . it will run for 6 hrs without problems with medium usage of the buttons .	0
the optical zoom is awesome , and the viewfinder reflects the settings of the zoom .	1
the player has firmware , which will remove the glitches , if there are any .	1
you can turn this phone into a gaming machine , a camcorder or a digital camera , an mp3-player , a movie viewer , a voice recorder , a personal secretary , a gaps map browser , a book , a multifunction remote controller , practically everything that you can do with the computer , plus it is a phone ( ! . ! . ) and also you can carry it in your pocket : ) .	1
overall , i highly recommend this phone .	1
the camera and video functionality is decent , i can 't see myself wasting my time with it , but some people will .	1
basically the 6600 is a bundle of over-hyped features you don 't and won 't need ( if you do get yourself a pda or pocket pc ) , none of them work as they should , and the basic phone functions and ergonomics are less than average .	0
this phone has a nice blend of features without going overboard .	1
a decent camera phone for taking quick pictures , movies , and having general all around fun with .	1
i compared this to a lot of other cameras , believe me , it 's value for money .	1
"you can "" disable "" some of the individual components , but don 't be fooled -- they 're still there and running ."	0
the blue backlit lcd looks really neat and is easy to read .	1
it has lots of features such as the calendar which works like my outlook calendar .	1
even with newborn diapers it filled way too fast .	0
we found that when you put a dirty diaper into the top loader , there was a tendency to get streaks which would then get on the plunger which would then have to get cleaned each time it was used .	0
the build quality feels solid , it does n 't shake or whine while playing discs , and the picture and sound is top notch ( both dots and dd5 . 1 sound good ) .	1
+looks snazzy +smaller than a pack of smokes - easily transported +ac charger included as well as a hard shell that comes with a clip and a stand adapter +usb cable ! .	1
the eax sound enhancement feature did n 't do enough for me and the custom eq was a limited 5 band eq .	0
it 's easy for beginners to use , but has features that more serious photographers will love , so it 's an excellent camera to grow into .	1
creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices .	1
decent battery -- on the average size , but the 40gb comes with a dock .	1
as i drove across the country i lost reception only in eastern kentucky 's mountains .	1
installation was as near automatic as can be .	1
ability to play most discs - i tried dvd , vcd , dvd-r , audio cd and it played all	1
the latter will provide better coverage in more remote areas of the states but still operates in many countries , excluding new zealand and australia .	1
i love the camera .	1
however , the battery life is good enough you should n 't be overly concerned with turning this phone off .	1
. the movie clips taken will always have some ' noise ' in it - you can 't avoid that .	0
i say adequate because it was enough to get wireless working , but nowhere near enough instruction to do the proper configuration job that i could have done if so ! .	0
"a lot of "" fragments "" were left in the registry , and it the norton system folders ."	0
they are a royal pain to install , and don 't function properly once finally installed -- if you can install them at all .	0
"on several different occasions it has displayed "" no disc "" with a disc inside ."	0
for looks , well ipod is head and shoulders better , both the iriver and creative zen look positively ugly when next to a gleaming ipod .	1
you 're going to need to buy new headphones , the stock ones suck	0
in general it is easy to use and well laid out .	1
i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players .	1
another nice thing is that the unit has both optical and coax digital audio outputs , though the latter was not mentioned in the literature i 'd scanned before buying .	1
the interface is simple to use .	1
i 'm convinced by my own experience and that of many other people who have posted here who have had the same experience that the product is defectively designed , and will not hold up to normal use .	0
. even the slightest of the shakes totally distorts your image	0
settings for just about everything , beautiful pics and beautiful prints .	1
the pc-side software can be goofy and takes a little getting used to but it 's not as bad as some reviewers have indicated .	0
the antivirus feature is phenomenal , and is regularly updated .	1
having access to so much music where ever you go is terrific .	1
comments : overall this is still a great value , but is kind of overrated in the sense that there are beater deals on the market .	1
the pc sync feature is superb that comes with nokia pc suite software ( with data cable or infrared port or bluetooth ) .	1
on top of being a workhorse and ultra reliable , it is just a plunge router that works really well .	1
the new drivers on cannon 's site do not help at all but try them if you want they have made me have to use the backup software .	0
oh , and the screen saver feature is pretty sweet ^ _ ^	1
all in all , this is a wonderful device .	1
the picture quality surprised me , when i first saw this camera i saw how small it was an instantly assumed that the picture quality would not be good -- but i was wrong ! .	1
2 ) not very ergonomically - you 'll find even for a point-and-shoot lens )	0
- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .	0
the best part of the firewall is the visual backtracking .	1
finding a particular song ( s ) or album on the nomad jukebox is fast and easy .	1
other than that this thing is great . . .	1
after getting one for christmas from amazon , i 'm now a believer : the digital elph is truly the world 's smallest digital camera that shoots great pictures .	1
"i could take 1/2 "" passes and it still didn 't skip a beat ."	1
its not a perfect system but its a very good one .	1
the sound is just fine .	1
you can use it as a storage hard drive .	1
the ipod is a very nice product , which given reasonable care , should give a lot of service .	1
again , the headphone jack on this thing is garbage .	0
it is amazing that the battery lasts so long when the phone is so small and light .	1
the sound quality is excellent , except , maybe a * tad * too quiet at times when there are quieter talkers on the other end of the line .	1
after installation , which was very simple . . . . i downloaded any updated software from the creative website , before i downloaded any music .	1
so far i have used all of the above-mentioned features , and find them well designed , and easy to understand .	1
there is no odor and it is very easy to use .	1
not only is it inconvenient , but also the battery life span is short .	0
it comes with an adapter to plug into the wall , which i hear is a step up from the other ipods , which require you plug it into a computer to charge it .	1
this thing does everything but washes your dishes .	1
first i 'll start off by saying that this players hardware is pretty good . . .	1
i have noticed an odor ( one the i expected ! . ) when unloading the diaper champ but at least you don 't smell anything every time you use it .	0
in short - nokia themselves don 't know that this phone doesn 't work with the palm , and if you don 't heed my advice you will spend hours with technicians around the globe reading from scripts , chiding you in broken english for not following their directions exactly .	0
at 8 ounces it is pretty light but not as light as the ipod .	1
i only have one complaint , and that is the 8mb card included .	0
the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll wheel .	0
on my main computer the software did not work right .	0
i 'm sure i don 't use it to the degree of some of the other purchasers , but i really like it ! .	1
i love the continuous shot mode , which allows you to take up to 16 pix in rapid succession -- great for action shots .	1
the service from t-mobile is very good too .	1
the height adjustment works well- not perfect .	1
we keep the diaper champ in our daughter 's nursery and her room definitely does not smell like dirty diapers .	1
the songs recorded with fm are as good as the original signal .	1
