document	label
What disease is transmitted by the Anopheles mosquito ?	1
What 's the most common name in nursery rhymes ?	3
What is the full classification of a lady bug ?	1
What cereal goes `` snap , crackle , pop '' ?	1
What is Smartnet ?	0
What are polymers ?	0
What famous model was married to Billy Joel ?	3
What team did baseball 's St. Louis Browns become ?	3
What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?	1
What is the chromosome number of an elephant ?	5
How long was the OJ Simpson trial ?	5
Who won the Battle of Gettysburg ?	3
How many visitors go to the Vatican each year ?	5
Who was the first person inducted into the U.S. Swimming Hall of Fame ?	3
What kind of animals were in the Paleozoic era ?	1
The Olympic Games in which year allowed Nadia Comaneci to become popular ?	5
What did Aaron Hass write ?	1
Which of the following was Rhodes Scholar ?	3
How many Beatles ' records went #1 ?	5
How do chickens have baby chicks ?	0
What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?	3
Where was Poe born ?	4
What fossilizes to form coprolite ?	1
How big is our galaxy in diameter ?	5
Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?	3
What are the three winter months in the southern hemisphere ?	5
How long do flies live ?	5
Which of the Seven Dwarfs comes first alphabetically ?	3
What count did Alexandre Dumas write about ?	3
Name a novel written by John Steinbeck .	1
What year was Mozart born ?	5
What is the Amish religion ?	0
What information can you tell me about actor James Cromwell ?	3
What 1963 Joseph L. Mankiewicz film cost $28 million ?	1
What is the name of Neil Armstrong 's wife ?	3
What is compounded interest ?	0
What is the capital of Zimbabwe ?	4
How many stars are there on the Soviet Union 's flag ?	5
Name a Gaelic language .	1
What is the shape of a football as stated in the NFL rulebook ?	1
What writer is famous for physically putting himself into the center of his subject matter ?	3
What is the probability that at least 2 out of 25 people will have the same birthday ?	5
How can I get someone 's email address ?	0
What does the `` c '' stand for in the equation E=mc2 ?	2
What is a fear of weakness ?	1
What is the gestation period for a cat ?	5
How do you determine heating requirements for your home ?	0
What software offers inventors use of CAD-like design ?	1
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?	5
What disease plagued Europe , Africa and Asia ?	1
Who lives at 24 Sussex Drive , Ottawa ?	3
What was the first satellite to go into space ?	1
What university was Woodrow Wilson President of ?	3
What ISPs exist in the Caribbean ?	3
What 's the Olympic motto ?	0
What 's the literary term for a play on words ?	1
What was the name of Betty Boop 's dog ?	1
The Jewish alphabet is called what ?	1
Who is the best known villain of the 165 Gunpowder Plot ?	3
Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?	3
Jackson Pollock was a native of what country ?	4
What is Sinn Fein ?	0
How did the bikini bathing suite get its name ?	0
Where is the Abominable Snowman said to wander ?	4
What do insects do through their spiracles ?	0
What makes a tornado turn ?	0
What function does a community 's water tower serve ?	0
How many men died building the Mackinaw Bridge ?	5
What is the highest Roman numeral ?	0
What political party is Sinn Fein a part of ?	3
What was the top box office movie in April 1998 ?	1
Name a golf course in Myrtle Beach .	1
What book did Aaron Hass write ?	1
The operating system that runs on IBM-compatible machines is called what ?	1
What 's an infant seal called ?	1
Name the only extant trilogy of classical Greek plays .	1
What is a fear of childbirth ?	1
What are two plants that clothes are made from ?	1
How can I register my website in Yahoo for free ?	0
What materials did the three little pigs use to build their houses ?	1
What time of year is air travel the heaviest ?	5
Who asked you to do the Loco-Motion with her in 1962 ?	3
When was the G7 group of nations formed ?	5
What is the length of the coastline of the state of Alaska ?	5
Who was Secretary of State during the Nixon administration ?	3
What was the name of the lawyer who represented Randy Steven Craft ?	3
What is caffeine ?	0
What does the channel ESPN stand for ?	2
Which cats pursued Tweety Pie in his first cartoon appearance ?	1
What country are Godiva chocolates from ?	4
How long has L.L. Cool J. been married ?	5
What is the meaning of the name Ella ?	0
What is the acreage of the Chappellet vineyard ?	5
What U.S. state includes the San Juan Islands ?	4
What was Mao , the Chinese leader 's , full name ?	3
Where can I find a list of `` classic '' books 5th and 6th graders should read ?	4
What movie has made the most money ?	1
What city is the Kentucky Horse Park near ?	4
What is Butterfield 8 in Butterfield 8 ?	0
What does NASDAQ stand for ?	2
What tennis term is said to come from the French word for egg ?	1
What were popular songs and types of songs in the 1920s ?	1
What kind of fish is a coney ?	1
Who was Confucius ?	3
What state is the geographic center of the lower 48 states ?	4
Why is poop sometimes different colors ?	0
How do you look up criminal records on the Internet ?	0
What is the most popular last name ?	3
What famous New York City mayor wrote the hit song , `` Will You Love Me in December as You Do in May ? ''	3
What is a phalanx ?	0
What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?	3
What is the largest U.S. state east of the Mississippi ?	4
What city is the setting for Puccini 's opera La Boheme ?	4
How many points is a bullseye worth in darts ?	5
How can I get a CCT diagram ?	0
What is the name of Dolly Parton 's rarely seen husband ?	3
How long does it take for your blood to make one complete trip through the body ?	5
What is the best brand for a laptop computer ?	1
What is Margaret Thatcher known for ?	0
What is the largest natural lake in Pennsylvania ?	4
What is autism ?	0
Aspartame is also known as what ?	1
How far do you have to run if you hit a home run ?	5
What does the name Shawn mean ?	0
How many years old is Benny Carter ?	5
Who created `` The Muppets '' ?	3
What two South American countries do n't border Brazil ?	4
Who wrote Brave New World ?	3
How many people die from tuberculosis each year ?	5
What debts did Qintex group leave ?	5
How far away is the moon ?	5
What manufacturers are there in Texas ?	3
Which of the following men was not married to Rita Hayworth ?	3
Who claimed to be the world 's most perfectly-developed man ?	3
What is the chemical reactivity of neon ?	5
What are hook worms ?	0
Which airplane was Fawaz Younis convicted of hijacking ?	1
Name the disposable razor that `` costs about 19 cents . ''	1
What are the two types of twins ?	1
What 's the highest-ranking suit in bridge ?	1
When were camcorders introduced in Malaysia ?	5
What breed of dog was the `` Little Rascals '' dog ?	1
What is agent orange ?	0
What Italian liner was hijacked in 1985 ?	1
What California bay 's largest island is Angel Island ?	4
What does caliente mean , in English ?	0
What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?	0
What president 's ghost is said to haunt the White House ?	3
What is the nickname for the state of Mississippi ?	4
Who is the superstar in rent-a-cars ?	3
What is the origin of the word ` posh ' ?	0
How do they find an epicenter ?	0
What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?	3
What did Tristan come back as ?	1
What do meteorologists do ?	0
What is Nero Wolfe 's favorite drink during office hours ?	1
What is `` dew point '' ?	0
What drink is formed of tequila , orange juice and galliano ?	1
What are the ingredients of Coca-Cola ?	1
What is a golf ball made of ?	1
What 's the maximum length , in inches , of a first baseman 's glove ?	5
What is Bill Gates of Microsoft E-mail address ?	4
What do goldfish lose if kept in dimly-lit or running water ?	1
What 's the most common non-contagious disease in the world ?	1
What is the Islamic equivalent of the Red Cross ?	1
Who told all in Ball Four ?	3
How can people from Ireland come to the U.S. , work , and then return to Ireland ?	0
What was Eduard Shevardnadze 's job in the Soviet Union ?	3
What color are crickets ?	1
Who invented the pull-tab opener on cans ?	3
Where is the actress , Marion Davies , buried ?	4
What year did Mussolini seize power in Italy ?	5
What was Michelangelo 's last name ?	3
When was the Boston tea party ?	5
Where can one find Mozambique ?	4
What does Esa-Pekka Salonen look like ?	0
What color is indigo ?	1
What are some good medical sites for information ?	4
Who wrote the book , `` The Grinch Who Stole Christmas '' ?	3
What country comes last in an alphabetical list ?	4
Where can I find information about Bob Barr , representative from Georgia ?	4
What award is the `` Oscar '' of advertising ?	1
What is an obtuse angle ?	0
Which company created the Internet browser Mosaic ?	3
What TV series features the adventures of a married couple named Jonathan and Jennifer ?	1
Who is the leader of Brunei ?	3
What countries earn the most from tourism ?	4
What does a phobophobe fear ?	1
What is the main application of sodium hydrosulfite ?	0
Who was Lauren Bacall 's first husband ?	3
Who was Charles Lindbergh 's wife ?	3
When did the supercontinent Pangaea break up ?	5
What was the price of Varian Associates ' vacuum products division ?	5
What is Answers.com 's address ?	4
What characteristics contribute to its `` intelligence '' ?	0
What foods contain the most protein ?	1
How many gallons of paint does it take to paint the Golden Gate Bridge ?	5
Where is Prince Edward Island ?	4
What is a fear of stings ?	1
What was the sequel to The Pink Panther ?	1
What is the oldest website on the Internet ?	4
How many Admirals are there in the U.S. Navy ?	5
How many Superbowls have the ers won ?	5
Where did Dylan Thomas die ?	4
What are amphibians ?	0
Who is the prophet that is most connected to the Dead Sea ?	3
How was the Kennedy money made ?	0
What is the history of skateboarding ?	0
How come a doughnut has a hole in it ?	0
What 's the colored part of the eye called ?	1
What was the first minimum wage ?	5
What government department did The Untouchables work for ?	3
What is a horologist ?	0
What is the origin of the expression `` four-letter word '' ?	0
How many calories are there in a Big Mac ?	5
Where can I find lyrics for R&B ?	4
What ocean does Mauritania border ?	4
What country offered Albert Einstein its presidency in 1952 ?	4
What does a teaspoon of matter weigh in a black hole ?	5
What Texas city got its name from the Spanish for `` yellow '' ?	4
How do you make a computer chip ?	0
Where are the 49 steps ?	4
When was London 's Docklands Light Railway constructed ?	5
Why were red M&Ms discontinued then brought back ?	0
What effects do nitrates have on the environment ?	0
What is the spirometer test ?	0
What are xerophytes ?	0
What are spider veins ?	0
Who protects DC Comics ' realm of dreams ?	3
What is a transistor ?	0
What does an edentulous smile lack ?	1
Who is the nebbish that is Marvel 's official mascot ?	3
How long did Rip Van Winkle sleep ?	5
What state does Martha Stewart live in ?	4
What was the `` Dead Man 's Hand '' ?	0
What two states is Washington D.C. between ?	4
What labor leader was last seen in the parking lot of a Michigan restaurant ?	3
Who portrayed Vincent Van Gogh in Lust for Life ?	3
What 's the common name for a Japanese dwarf tree ?	1
When is Boxing Day ?	5
What is the Milky Way ?	0
What city 's the kickoff point for climbs of Mount Everest ?	4
What is a pig in a poke ?	0
What Russian city boasts the Hermitage Museum ?	4
Why do people get calluses ?	0
How many stations do you shoot from in the basketball game `` Around the World '' ?	5
What is Head Start ?	0
What states do not have state income tax ?	4
What country has the best defensive position in the board game Diplomacy ?	4
What four tournaments make up tennis ' Grand Slam ?	1
Why did Egyptians shave their eyebrows ?	0
Who wrote NN DT NNP NNP '' ?	3
What is the legal blood alcohol limit for the state of California ?	1
What is a fuel cell ?	0
What is the speed of the Mississippi River ?	5
Where can I find free piano scores for popular music ?	4
In the past 8 years who have the MVP players for the NHL been ?	3
Where did the Japanese Imperial Forces surrender to end WWII ?	4
What Tom Wolfe book is about the Mercury astronauts ?	1
How many types of dogs ' tails are there - three	5
Where does the U.S. rank among world countries in area ?	5
What river runs through Liverpool ?	4
How many years is Johnnie Walker Black Label aged ?	5
How would I find the price of different organs that have been donated ?	0
How many zip codes are there in the U.S. ?	5
Who was the only person convicted in the My Lai Massacre ?	3
How much did Alaska cost when bought from Russia ?	5
What substance did Joseph Priestley name for its ability to erase pencil marks ?	1
Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?	1
How many people did Randy Craft kill ?	5
What are the Low Countries ?	0
How big is a normal size penis for a 15-year-old ?	5
How many characters are in the Chinese alphabet ?	5
What is the origin of the word nevermind ?	0
What nationality is Pope John Paul II ?	4
What country was Sir Edmund Hillary born in ?	4
What was the last year that the Chicago Cubs won the World Series ?	5
What female suspect in the game of Clue is single ?	3
What is the colorful Korean traditional dress called ?	1
What do bicornate animals have two of ?	1
What is the name of the game that Garry Kasparov plays ?	1
What is Chiricahua the name of ?	1
What is the real name of the singer , Madonna ?	3
Which type of soda has the greatest amount of caffeine ?	1
What is the size of the largest akita ?	5
