document	label
overall : small , sounds great , and less expensive than apple 's overpriced ipod ! .	1
well i have to say that this product is very good i mean it might be a little big but it still fits in your pocket .	1
got way too many blurry pictures .	0
but i had to give you four because the service for my brand-new ipod was terribly slow .	0
the hitachi is made in malaya , and looked cheap compared with the makita , which is made in the usa .	1
"i thought given all the "" 10 "" reviews about this camera that i would buy it in spite of being a bit pricey ."	0
it has everything i needed : bluetooth , infrared , support for mmc , camera , and a good operating system with lots of supporting software .	1
if you do n 't have tags , it 'll lump all of your tracks into the same directory and they can not be searched via artist or album as the zen does not recognize folders .	0
2 ) storage capacity	1
the only main drawback is the fact that the voice-dialing system is kinda picky .	0
the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot .	0
i highly recommend it .	1
has 4x optical zoom which is higher than any other in the same price range .	1
and , with the ipods ' full volume up , all you have to do is adjust your receivers ' volume and your set , since the ipod itself acts as a strong amp lifer of its ' own .	1
6 ) excellent battery life - 14 hours beats ipod 's .	1
i have stored 40 audio cds and i still have close to 2 . 8 gb free .	1
i like the size and weight of this little critter .	1
and the firewall came with a wizard which made it effortless to configure it to my lan .	1
- the software that came with it was tough to load .	0
2 . battery life is over 4 . 5 hours , compared to about 2 . 5 hours for the g2 or the 2 hours for most nikon's .	1
other cameras taking pics of the same subjects turn out looking much better .	0
there is no comparison , the champ is easy and smell free , the genie was difficult to use one handed ( which is absolutly vital if you have a little one on a changing pad ) and there was a def finite odor emanating from the genie plus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn 't any added bulk around the sealing edge of the champ .	1
people also have complained about the case not having a window , but that 's not really a big deal to me either -- the case is sturdy and offers very good protection .	1
-- > too difficult to change genre / album / track information for large number of tracks .	0
i looked into buying an inexpensive dvd player that had more than the standard set of features and this item seemed to be the best in that category .	1
my only complaint would be that you need id3 tags & that takes a while to do if your mp3 files do n 't have them .	0
but , dollar for dollar , this dvd player is probably the best out there .	1
fm radio built in ( howard stern ) .	1
with one of the most intuitive user-interfaces around , seamless bluetooth sync with microsoft outlook , support for thousands of applications for the symbian platform which this phone runs on ( i own the ir remote , iq and a few others ) , the nokia 6600 is all of the above - one of the few phones from t-mobile that can claim such a distinction .	1
start up , log off , log on . . . everything became very slow .	0
the music plays awesome , never skips , even if u run for a bit , so you can listen to music without interruption .	1
i thought it was kind of steeply priced at that time .	0
the display is awesome , you can see everything you want and read it clearly	1
color screen is good .	1
newbies will find the full auto setting will give them perfect pictures right out of the box .	1
i decided to save the $ $ and opted for the zen xtra . . . and i was not disappointed .	1
compared to musicmatch , the software has a better filing system and easier to use .	1
for the hobbiest , it 's probably a nice buy .	1
"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage ."	1
aside from a 6mb++ built-in phone memory , there 's a 32mb mmc card that goes with it ! .	1
new cds almost always began skipping after a few plays .	0
the macro mode is exceptional , the pictures are very clear and you can take the pictures with the lens unbelievably close the subject .	1
yes , there is a belt clip , but that doesn 't hold the extra battery and usb cable .	0
at double-speed ( 2x forward speed ) , it still plays mp3s with sound -- they are pitch-corrected and smooth , but twice as fast ! .	1
a sony erickson may be the phone for you . . . but good luck finding one w/ all the features & such a competitive price .	1
simple click buttons , back buttons volume and display are very easy to read , access and use .	1
the price is $ . . . more .	0
- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .	0
1 . i achieved my basic objective ; . my entire cd collection is on a portable device with lots of room to store more .	1
the auto-focus on the camera seems to have trouble focusing on the subject .	0
what disappoints me the most that a software like that is not cheap gets zero support form symantec , if you want support , they 'll charge you a fee ! .	0
was a bit wary because the software is windows only and i have an mac .	0
this thing does everything but washes your dishes .	1
the canon is very small , definitely pocket size , but still easy to hold firmly .	1
i got a 1gb mmc upgrade for this phone and now i can :	1
i do n 't always care for gracenotes ' genre listings but it allows easy editing of id3 tags .	1
i feel much less likely to drop this phone than others , which are actually starting to get too small .	1
this is a great diaper pail .	1
so far it has been very durable ( other than the little pads on the earbuds ) , but those aren 't really necessary as i find them comfortable on their own .	1
after multiple tries , one of the disks was finally recognized but video was poor and features not available .	0
d ) software is another great misfortune -- hard to operate , crashes frequently , screwed my music library up , doesnt work with mp4s , the list goes on and on	0
by cocking the shutter to the halfway position and getting the settings ready to shoot , i was able to produce excellent stop action photos -- contrary to what other reviewers experienced .	1
once it froze so bad i couldn 't even use the power button to turn it off , and had to open and take out the battery .	0
they made the other end of the camera flat so you can put the camera upright on a flat surface if you don 't like to take the usual horizontal pictures using the self-timer .	1
i 've had no problems w/ this phone .	1
the 6600 has more amenities than most - world phone , camera ( vga/zoom/night mode/timer ) , video ( w/ audio & zoom ) , speaker ( good sound ) , bluetooth , infrared , modem for computers , electronic wallet , internet access , calendar , calculator , converter and more .	1
they 're easy to use .	1
it is so small that i am able to keep it in my pocket , and i don 't have to fear that it will get ruined in my pocket because it is so durable .	1
there seem to be fewer collisions and dropped packets as i read from the router logs than with my old dlink router .	1
multiple users on one machine never seemed to behave like you 'd expect .	0
"from day one , we 've had hangups , crashes , glitches , continual reboots , long shutdowns due to "" cc app . exe "" program running which is a norton program ."	0
anywhere i went in south africa this phone received full bar reception .	1
i built my own router table with a tilt up top & made a hand crank to replace the height adjustment knob & these two things make it easy to change out & raise or lower the bits .	0
besides the one problem , this machine is amazing ! .	1
pros : - excellent sound , even with the headphones that come out of the box , but it absolutely rocked with my bose quiet comfort 2 set .	1
but , it seems to work so well now , that i do n 't anticipate any problems with it .	1
it 's easy for beginners to use , but has features that more serious photographers will love , so it 's an excellent camera to grow into .	1
the battery life seems good , takes very little time to charge , it uploads mp3s quickly and there is no delay between songs .	1
the battery is nice .	1
it came with a good fence that is simple yet precise and thats well made and won 't break .	1
if you don 't mind all the buttons being touch sensitive , i 'd re comment buying it to try out , and also buy an extra 2 year warranty for it ( there are some offered here , for about $15 dollars i think ) .	1
apple closed their island to anything that resembled microsoft , and clearly let napster know it could not use their products with napster 's services .	0
i could hardly use it without a recharge in 2 days ! .	0
i really do recommend this to anyone in need of a new player .	1
as i said , i don 't regret the purchase at all .	1
it also works just fine for international calls .	1
also , the instruction manual is very bad .	0
the scroll button is sort of annoying to push - a nice button would be nicer but eh , not a big deal .	0
made the camera totally inoperable .	0
nice little phone . . . light compact . .	1
the front cover ( which you remove to take out the battery ) feels flimsy but when snapped on , the device still feels pretty solid .	0
the size is tiny , which i love .	1
the view finder shows crystal clear pictures that will look even better when you get them to the computer .	1
for the price it is a well spent investment ! .	1
i 'm easily enlarging pictures to 8 1/2 x 11 with no vi sable loss in picture quality and not even using the best possible setting as yet ( super fine ) .	1
the tech support is worthless too .	0
it is more than 90 days and it does not show the picture no matter what i do .	0
if there were any complaints i have , they are marginal , but one is apples ' proprietary set-up for music files , their incompatibility with other music services ( i . e . napster ) is down right wrong .	0
the scroll wheel is a big improvement over the ipod touchpad .	1
i immediately had problems getting the player to recognize two of my favorite dvds .	0
for the price , it 's a very nice dvd player .	1
only then did i learn the truth -- this phone does not work with palm pdas ! .	0
with accessories , you can make the ipod into a digital recorder , broadcast it remotely through stereo speakers using wireless technology , and play it through your car speakers using either a cd adaptor or fm stereo broadcaster .	1
even on the low sensitive level , a slight touch can skip or pause the track .	0
however the main reason i am not satisfied with this product is the fact that it will lock up at odd times .	0
long live apple , long live macs , and long live the ipod ! .	1
the touchpad is great once you get used to it , and i much prefer it to standard buttons or scroll wheels ( as on the dell dj for example ) .	1
b ) the screen is hard to read -- the cover hides it an already annoying poorly lit display	0
but those 2 come up every time .	0
further , the tech specs suggest that it has better audio quality than the ipod .	1
i 'd give it 4 . 5 stars if possible , but since 5 stars would be misleading , i give it 4 stars .	1
the sd500 has only been in my possession for a little over 3 months , and the lcd has been broken twice .	0
you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre , no other division .	0
another reason i got it is because you can put wma files on it .	1
works great ! . ! . ! . ! .	1
since then , i have not found one major problem with it .	1
the 2600 had false silver plate instead of play display .	0
i use a nokia 6600 , it has a great color tft display and camera equipped with zoom , which complement a built-in video recorder with audio and a real one player for playback and streaming of 3gpp-compatible and real media video clips .	1
the optical zoom works great and the 14x digital zoom is a very nice addition although pictures at the highest digital zoom are a little blurry .	1
ultimately you will learn just how bad nokia is , and why their recent loss of market share is so utterly deserved .	0
neither message was answered ( they ask for 24 hours before replying - i 've been waiting 27 days . )	0
i can use it as a modem for my computer , connect with clients and friends , the possibilities are endless .	1
it 's not the heaviest around ( i think porter-cable has that distinction ) , but i found its combination of weight and power really too much to allow precise handheld operation .	0
the wizard is particularly sinister .	0
firewire & usb2 . 0 -- for those fortunate enough to have firewire400 , your in for a real treat with auto sync .	1
overall , it 'll make my move that much easier knowing i don 't have to worry about connectivity .	1
i have sent my ad2600 back to apex because it wo n 't play certain disney and other dvd movies ( no disc message ) .	0
i have had this player for 3 months and have been able to see a total of 6 dvd 's , after the frustration and aggravation of getting the player to do it 's job .	0
the setup was a breeze , i had some reservations about a wireless network ( see my review for linksys wet11 ) but this item was on sale as well as the wet11 so i just had to splurge .	1
but canon never fails to amaze .	1
"i recently had to run a 3/4 "" straight bit through hard maple to make a deep dado and was amazed that this machine didn 't even slow down ."	1
dependability : i 've seen no glitches .	1
i was able to take great photos of the 4th of july fire works , and got some amazing shots of the kids playing with sparklers .	1
2 ) the player user interface ( ui ) is intuitive to use , and allows easy navigation of a large or small collection .	1
the power is incredible , it cut through md and plywood like butter .	1
i selected the 4300 right away and have gotten high quality pictures every time .	1
it works great , i am usually at the full 54 mbps , although every now and then that drops to around 36 mbps only because i am 2 floors below where the router is .	1
there are 2 things that need fixing first is the battery life . it will run for 6 hrs without problems with medium usage of the buttons .	0
and the body / construction in general has quite a bit of plastic , a disappointment after the stainless steel heft of the s330 .	0
last , i find the price a bit expensive for a product such as this .	0
i am enjoying my phone a lot . . . .	1
2- excellent picture quality and so simple to use ! . ! . ! .	1
the scroll bar is a bit of a pain .	0
this is my first mp3 player and i am so impressed with what such a small device can do .	1
i read many reviews on norton i . s . 2004 from a variety of sources ( cnet , amazon , message boards ) and came to the conclusion that nis 04 was a terrible product and not worth the update .	0
i will also say that setting up the e-mail account was very simple and straight-forward , although you do need an external smut server to use .	1
do n 't buy this player .	0
4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera .	1
the lcd is larger than the previous model , the nx , and has a bright blue backlight which illuminates the screen more successfully than the nx 's green backlight did .	1
it still fits in the palm of your hand , and it 's not heavy .	1
4 mp gives you room for the future gaining experience ; . cost offsets over time from wanting more in a camera , 3x optical and the fact that it carries nikon 's quality reputation behind it make the whole package prove itself worth wile at the price .	1
gets stinky after a few months , the seal on the piston doesn 't seal anymore .	0
the range is terrific , i am using this for my home and i was transferring at 50+mbs from my backyard .	1
start up is so quick	1
the cons , at times the diaper wipes get stuck in the disposal area making it hard to turn the handle back and forth .	0
everything else about the ipod is great , the click wheel is very easy to use and so is the software that comes with it .	1
this is a benefit for many reasons ; . one being just for appearance , your pants wo n 't be bulging with this phone in your pocket .	1
8 . perhaps inspired by the canon 's factory white-correction settings ( which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out ) , the g3 has much sharper white offsets .	1
it also does n 't have voice activated dialing . big minus ! . ! .	0
you also need to go in and manually remove many symantec files from the registry .	0
it works with a minimum of fuss .	1
without any tweaking at all , if the exposure is accurate , the colors are as realistic as ive ever seen produced by film , and this is a raw image ! .	1
you 'll do that because the keys are tightly packed in and your fingers will likely press two keys at once .	0
the zen offered a great alternative .	1
the bottom line for me is that i am very happy with this product .	1
overall , this player is awesome and i definately recommend it .	1
it 's low profile , space saving design looks nice .	1
3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .	0
b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens ti gt and cause potential damage .	0
i already knew something was wrong , because much of the spam i 've seen in the past six months was from resellers of norton products .	0
1 no direct firewire to the camera .	0
you can use it as a storage hard drive .	1
the price compared to the ipod is great .	1
it does not have an auto-focus assist light which is nice for taking shots in low-light situations it allows the camera to focus in low light .	0
( it had locked up multiple times previously , but always managed to work after wards ) this time , the touch screen wouldn 't respond to me and none of the buttons worked .	0
the backlight on the phone goes off way too quickly ( dangerous when you 're driving at night ) , and there 's no way to change this --	0
the hitachi m12v is a dream to work with , smooth starts , adjustable speeds , micro-adjustable depth , and plenty of power to spare .	1
a call to customer support ( got to a live person within a couple of minutes ) helped me tweak a couple of the settings to streamline performance .	1
for the price i don 't think you can beat it .	1
we use the cheap $1 . 99 13 gallon vanilla scented bags from the grocery store but you can use any bag you have laying around .	1
give each friend a different ringtone .	1
when the player was working it was great , but .	0
only one disk played through to completion successfully .	0
purchased this router a few months back , no problems whatsoever .	1
probably a great phone overall , and perhaps mine just has bugs .	1
i bought it for my trip to buns aries , and also used it at the iguassu falls , and could not have asked for more perfect performance ! .	1
despite this minor disappointment , i highly recommend the canon g3 anyone who is serious about digital photography .	1
and the remote is cheap and ch easy - not sure how long it 'll last , but for 50 bucks what the heck ! .	0
i did have to cut off the ears that hold the template guide in place so i could get those big panel raising bits in it .	0
the af feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .	1
do not buy this product --	0
+ screen was good , easy to read	1
the bags attach inside the champ easily and all one has to do is cram the diaper down and flip the handle .	1
there are some highs to the 2004 edition , but mostly lows .	0
i bought mine in december of 2003 , and have had no real problems with it .	1
the two limitations i knew i would have to deal with are the very long lag time before it focus-locks ( even in bright light ) , and the unsatisfactory light quality of the built-in flash .	0
excellent diaper disposal unit .	1
it is a very amazing product .	1
there were a few attractive features , such as the small size and the layout of the remote .	1
battery life is very good , i use it every day and i have to charge it every 5 or 6 days or so .	1
if anyone is thinking of getting an ipod mini , forget it and go with this player .	1
sometimes when you press buttons , the menu appears after a second or two .	0
also , the touchpad seems to be waterproof to some degree .	1
cheap construction - they should have made the player out of hard plastic and put some rubber on the corners .	0
the headphone earbuds are average , so just use your regular pair instead .	1
it is the most bang-for-the-buck out there .	1
for the price i think this is a remarkably fun mp3 player .	1
it is the 'first generation ' of the player , and while i still agree that it is a great alternative to the ipod , i think there are many others that would be a much better value for your buck .	0
and really this is the best phone one could have .	1
this was an awesome player , before the video output no longer worked ( after about 3 weeks ) .	0
transfer through windows explorer - windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad .	1
this did manage to cut the number of pop ups during start-up from 4 down to 2 .	1
as for itunes , i don 't find it to be as good as the windows media player as a computer mp3 player , but it is good enough .	1
i love the slim design ; . the weight would only be an issue if it were bulky .	1
after using it , i found the size to be perfect for carrying in a pocket .	1
so much safer than the others that require a two handed operation ! .	1
"because the "" engineers "" at creative screwed up the design of the headphone jack ."	0
anyway , my wife got this for me for my birthday and i love the thing .	1
can recommend the hitachi in this ergonomic arena -- at the price quoted on amazon it is a bargain .	1
"also included in the "" games "" section is the great music trivia option - which tests your skill at being able to quickly place your own songs ."	1
the software comes with plenty of defaults genres .	1
the battery stays charged for a long time , and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter .	1
way to go apple ! .	1
i was worried that 4 megapixel photos would download more slowly , but there 's no difference in working with the files .	1
other than the fact that one can 't delete a file directly from the ipod , the interface is excellent and mind-numbingly simple to use .	1
the scroll button is overly sensitive at times ; . not sensitive enough at others .	0
on the up-side , the phone has amazing battery life .	1
the only thing i 'm concerned about is the quality / longevity of the buttons on the thing .	0
you can see the lens barrel in the view-finder .	0
very sturdy and strong .	1
after comparing the included creative earbuds directly against my sony md-e828lp 's and sennheiser mx-400 's , i find myself still using the creative 's , which in my opinion , sound every bit as good and have a slightly longer cord .	1
finding a particular song ( s ) or album on the nomad jukebox is fast and easy .	1
although canon 's batteries are proprietary , they last a really long time , recharge fairly quickly in the camera , plus if you want ' more power ' , you can even find a knockoff charger and spare batteries right here on amazon .	1
as it stands now , the case is pretty useless unless you 're packing the player up for travel , or if you load up all your songs beforehand .	0
i 've always liked symantec products , except for this version 2004 .	0
their customer service agents are always prompt and polite and my service is terrific .	1
along the way we compared it to my wife 's t720i and the 6600 was superior in terms of battery life , connectivity bars and features .	1
the sound level is also not as high as i would have expected .	0
"if you call apple and tell them your ipod has been damaged , they charge you roughly $105 . 50 per minute and blame you for "" abusing "" your ipod ."	0
it is not reliable .	0
) creative , inc . the maker includes the barest of the bare minimum in the box , then through gross profiteering nickles and dimes you on every single accessory at extraordinarily inflated prices .	0
despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd case to work , to the gym , in the car , etc . .	1
the quality is significant and you 'll be very happy from saving time and the headache .	1
the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb .	0
i purchased the nomad jukebox zen xtra 40gb and it is fantastic ! .	1
i haven 't seen any problems yet , but if you don 't like to tinker a bit , this player can be a little challenging to set up .	0
if you use linux and want gr ps and/or want to use a handsfree bluetooth device , and want a decent camera -- this is the phone for you .	1
the little bag it comes with is cheap and useless .	0
it 's easy enough to pop it open to see what song you 're listening to .	1
all my questions or problems have been quickly and satisfactorily resolved .	1
the main advantage of this system over its predecessor is the ability to open a wider pipeline between clients .	1
overall an excellent phone .	1
well , my second one is now beginning to hi cup a bit after about 1 1/2 years .	0
additionally , it has more fun stuff like more tones , wallpapers , screen saver , stop clock , alarm , java applications ( chess , currency converter etc . )	1
audio is excellent .	1
the sound quality is very good .	1
this is my second digital camera , but i 'm much more impressed with the canon s100 digital elph than i ever was with my kodak dc240 .	1
1 ) great audio quality overall .	1
creative did an awesome job with the design .	1
-user 's guide doesn 't cover a lot of important info that is covered on their website .	0
best phone i 've ever owned , period .	1
i tried to contact apex to return it ( i missed the amazon return period ) and it took 3 months to get through to their customer service dept .	0
i spent hours setting up the stations ( accepts about 13-14 , i believe ) , though the reception is unpredictable .	0
this is the best camera you can have for digital images if you want to :	1
the phone can use any midi audio file as a ringtone .	1
you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right .	1
the 2nd dvd player had a faulty power supply which caused to occasionally not turn on .	0
buying software that can not be installed normally and being put into the position of having a non-working computer .	0
6 ) the case occludes the display screen when it is closed .	0
it ain 't cutting edge ( no pun intended ) state of the art with all the latest bells & whistles & it definitely ain 't pretty .	0
the only beef i can raise in this regard is the pop-off face , that sometimes comes off a bit easily , but besides that it 's perfect .	0
it has lots of features such as the calendar which works like my outlook calendar .	1
you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player .	1
this phone is one of the best i 've ever used .	1
i also wanted to switch to broad com hardware ( which the linksys uses ) because my wifi menisci card in my dell laptop with lucien silicon in it used 70% of my 1 . 2ghz laptop 's cpu when using the wireless at full speed .	1
ball metaphor : i was hoping creative hit a home run here , and i think the zen micro is more like a stand-up double .	1
i found using the supplied mediasource software very easy .	1
i did n 't abuse it , i charged it every day , but the headphone jack just sort of fizzled out .	0
wo n 't play a lot of discs .	0
iriver has a better fm receiver built in , but the drawback to iriver products is they are flimsy and poorly constructed .	0
no way to contact their customer service .	0
this product is a lifesaver ! . ! .	1
one of the dvd 's i received as a christmas present kept freezing .	0
overall , this product is awesome .	1
i highly recommend this camera to anyone looking for a good digital camera that takes great pictures yet does n 't take weeks to figure out how to operate .	1
the high resolution screen is easy to read and has a backlight .	1
other than that , i think it is the best router for the money .	1
less than a cheap cordless drill or a laminate trimmer .	1
it is a bit cumbersome , and i can 't get to the songs i want as quickly .	0
feels solid in hand .	1
t simply the best player on the market for a really low price , so why look anywhere else ? .	1
this is enough capacity and capability to do a complete household inventory , for example .	1
another 5 star performance .	1
other than that this thing is great . . .	1
otherwise , it takes very good pictures ; . shutter delay is n 't so bad either .	1
it feels tiny in the hand without it .	1
i left the camera in my car in maine ( not a very hot place ) and the lcd screen cracked ! .	0
it 's being used daily and i have had none of the problems reported by other reviewers ( headphone jack , player locking up , etc ) .	1
